id,name,tags,rule
corpus-titled-chicken-casserole,Chicken Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-broccoli-casserole,Broccoli Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-banana-bread,Banana Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-cheese-ball,Cheese Ball,"dinner,lunch",default main → lunch + dinner
corpus-titled-squash-casserole,Squash Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-zucchini-bread,Zucchini Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-chili,Chili,"dinner,lunch",default main → lunch + dinner
corpus-titled-meat-loaf,Meat Loaf,"dinner,lunch",default main → lunch + dinner
corpus-titled-baked-beans,Baked Beans,"dinner,lunch",default main → lunch + dinner
corpus-titled-fruit-salad,Fruit Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-pumpkin-bread,Pumpkin Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-carrot-cake,Carrot Cake,dessert,dessert
corpus-titled-corn-casserole,Corn Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-cranberry-salad,Cranberry Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-potato-casserole,Potato Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-chip-cookies,Chocolate Chip Cookies,dessert,dessert
corpus-titled-broccoli-salad,Broccoli Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-brownies,Brownies,dessert,dessert
corpus-titled-banana-nut-bread,Banana Nut Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-sweet-potato-casserole,Sweet Potato Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-taco-salad,Taco Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-apple-crisp,Apple Crisp,"dinner,lunch",default main → lunch + dinner
corpus-titled-sugar-cookies,Sugar Cookies,dessert,dessert
corpus-titled-peanut-brittle,Peanut Brittle,"dinner,lunch",default main → lunch + dinner
corpus-titled-peanut-butter-pie,Peanut Butter Pie,dessert,dessert
corpus-titled-peach-cobbler,Peach Cobbler,dessert,dessert
corpus-titled-peanut-butter-fudge,Peanut Butter Fudge,dessert,dessert
corpus-titled-beef-stroganoff,Beef Stroganoff,"dinner,lunch",default main → lunch + dinner
corpus-titled-sausage-balls,Sausage Balls,"dinner,lunch",default main → lunch + dinner
corpus-titled-corn-pudding,Corn Pudding,"dinner,lunch",default main → lunch + dinner
corpus-titled-breakfast-casserole,Breakfast Casserole,breakfast,breakfast
corpus-titled-strawberry-pie,Strawberry Pie,dessert,dessert
corpus-titled-barbecue-sauce,Barbecue Sauce,"dinner,lunch",default main → lunch + dinner
corpus-titled-green-bean-casserole,Green Bean Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-potato-soup,Potato Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-dump-cake,Dump Cake,dessert,dessert
corpus-titled-spinach-dip,Spinach Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-fresh-apple-cake,Fresh Apple Cake,dessert,dessert
corpus-titled-banana-pudding,Banana Pudding,dessert,dessert
corpus-titled-monkey-bread,Monkey Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-potato-salad,Potato Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-pie,Chocolate Pie,dessert,dessert
corpus-titled-oatmeal-cookies,Oatmeal Cookies,dessert,dessert
corpus-titled-macaroni-and-cheese,Macaroni And Cheese,"dinner,lunch",default main → lunch + dinner
corpus-titled-fudge,Fudge,dessert,dessert
corpus-titled-shrimp-dip,Shrimp Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-punch,Punch,"dinner,lunch",default main → lunch + dinner
corpus-titled-spaghetti-sauce,Spaghetti Sauce,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-salad,Chicken Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-taco-dip,Taco Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-cake,Chocolate Cake,dessert,dessert
corpus-titled-scalloped-potatoes,Scalloped Potatoes,"dinner,lunch",default main → lunch + dinner
corpus-titled-banana-split-cake,Banana Split Cake,dessert,dessert
corpus-titled-fruit-dip,Fruit Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-pasta-salad,Pasta Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-zucchini-casserole,Zucchini Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-enchiladas,Chicken Enchiladas,"dinner,lunch",default main → lunch + dinner
corpus-titled-vegetable-casserole,Vegetable Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-sweet-potato-pie,Sweet Potato Pie,dessert,dessert
corpus-titled-rice-pudding,Rice Pudding,dessert,dessert
corpus-titled-caramel-corn,Caramel Corn,"dinner,lunch",default main → lunch + dinner
corpus-titled-macaroni-salad,Macaroni Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-hot-chicken-salad,Hot Chicken Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-coconut-pie,Coconut Pie,dessert,dessert
corpus-titled-hamburger-casserole,Hamburger Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-mexican-cornbread,Mexican Cornbread,"dinner,lunch",default main → lunch + dinner
corpus-titled-mexican-casserole,Mexican Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-sloppy-joes,Sloppy Joes,"dinner,lunch",default main → lunch + dinner
corpus-titled-stuffed-mushrooms,Stuffed Mushrooms,"dinner,lunch",default main → lunch + dinner
corpus-titled-hush-puppies,Hush Puppies,"dinner,lunch",default main → lunch + dinner
corpus-titled-cheese-cake,Cheese Cake,dessert,dessert
corpus-titled-chicken-divan,Chicken Divan,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-and-rice,Chicken And Rice,"dinner,lunch",default main → lunch + dinner
corpus-titled-blueberry-muffins,Blueberry Muffins,"dinner,lunch",default main → lunch + dinner
corpus-titled-taco-soup,Taco Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-spaghetti,Chicken Spaghetti,"dinner,lunch",default main → lunch + dinner
corpus-titled-watergate-salad,Watergate Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-tuna-casserole,Tuna Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-fruit-pizza,Fruit Pizza,"dinner,lunch",default main → lunch + dinner
corpus-titled-applesauce-cake,Applesauce Cake,dessert,dessert
corpus-titled-spanish-rice,Spanish Rice,"dinner,lunch",default main → lunch + dinner
corpus-titled-hash-brown-casserole,Hash Brown Casserole,breakfast,breakfast
corpus-titled-vegetable-dip,Vegetable Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-no-bake-cookies,No Bake Cookies,dessert,dessert
corpus-titled-dirt-cake,Dirt Cake,dessert,dessert
corpus-titled-peanut-butter-balls,Peanut Butter Balls,"dinner,lunch",default main → lunch + dinner
corpus-titled-salsa,Salsa,"dinner,lunch",default main → lunch + dinner
corpus-titled-tater-tot-casserole,Tater Tot Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-pie,Chicken Pie,dessert,dessert
corpus-titled-chicken-and-dumplings,Chicken And Dumplings,"dinner,lunch",default main → lunch + dinner
corpus-titled-vegetable-soup,Vegetable Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-buttermilk-pie,Buttermilk Pie,dessert,dessert
corpus-titled-vegetable-pizza,Vegetable Pizza,"dinner,lunch",default main → lunch + dinner
corpus-titled-coconut-cake,Coconut Cake,dessert,dessert
corpus-titled-french-onion-soup,French Onion Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-pizza-casserole,Pizza Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-angel-biscuits,Angel Biscuits,"dinner,lunch",default main → lunch + dinner
corpus-titled-snickerdoodles,Snickerdoodles,"dinner,lunch",default main → lunch + dinner
corpus-titled-corn-bread,Corn Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-cabbage-casserole,Cabbage Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-guacamole,Guacamole,"dinner,lunch",default main → lunch + dinner
corpus-titled-lasagne,Lasagne,"dinner,lunch",default main → lunch + dinner
corpus-titled-ice-cream,Ice Cream,dessert,dessert
corpus-titled-punch-bowl-cake,Punch Bowl Cake,dessert,dessert
corpus-titled-chicken-tetrazzini,Chicken Tetrazzini,"dinner,lunch",default main → lunch + dinner
corpus-titled-pretzel-salad,Pretzel Salad,snack,strict snack
corpus-titled-spaghetti-salad,Spaghetti Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-strawberry-salad,Strawberry Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-strawberry-cake,Strawberry Cake,dessert,dessert
corpus-titled-artichoke-dip,Artichoke Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-bread-and-butter-pickles,Bread And Butter Pickles,"dinner,lunch",default main → lunch + dinner
corpus-titled-rolls,Rolls,"dinner,lunch",default main → lunch + dinner
corpus-titled-pepper-steak,Pepper Steak,"dinner,lunch",default main → lunch + dinner
corpus-titled-bran-muffins,Bran Muffins,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-and-rice-casserole,Chicken And Rice Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-broccoli-cornbread,Broccoli Cornbread,"dinner,lunch",default main → lunch + dinner
corpus-titled-cream-cheese-pound-cake,Cream Cheese Pound Cake,dessert,dessert
corpus-titled-pork-chop-casserole,Pork Chop Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-lemon-pie,Lemon Pie,dessert,dessert
corpus-titled-chicken-cacciatore,Chicken Cacciatore,"dinner,lunch",default main → lunch + dinner
corpus-titled-crab-dip,Crab Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-deviled-eggs,Deviled Eggs,"dinner,lunch",default main → lunch + dinner
corpus-titled-mexican-corn-bread,Mexican Corn Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-stuffed-peppers,Stuffed Peppers,"dinner,lunch",default main → lunch + dinner
corpus-titled-swiss-steak,Swiss Steak,"dinner,lunch",default main → lunch + dinner
corpus-titled-mexican-chicken,Mexican Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-asparagus-casserole,Asparagus Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-cinnamon-rolls,Cinnamon Rolls,"dinner,lunch",default main → lunch + dinner
corpus-titled-cornbread,Cornbread,"dinner,lunch",default main → lunch + dinner
corpus-titled-german-potato-salad,German Potato Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-oatmeal-cake,Oatmeal Cake,dessert,dessert
corpus-titled-meatballs,Meatballs,"dinner,lunch",default main → lunch + dinner
corpus-titled-taco-casserole,Taco Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-mexican-dip,Mexican Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-pound-cake,Chocolate Pound Cake,dessert,dessert
corpus-titled-biscuits,Biscuits,"dinner,lunch",default main → lunch + dinner
corpus-titled-sauerkraut-salad,Sauerkraut Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-turtle-cake,Turtle Cake,dessert,dessert
corpus-titled-shrimp-creole,Shrimp Creole,"dinner,lunch",default main → lunch + dinner
corpus-titled-sausage-casserole,Sausage Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-enchilada-casserole,Enchilada Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-spinach-balls,Spinach Balls,"dinner,lunch",default main → lunch + dinner
corpus-titled-fried-rice,Fried Rice,"dinner,lunch",default main → lunch + dinner
corpus-titled-chess-pie,Chess Pie,dessert,dessert
corpus-titled-fruit-cocktail-cake,Fruit Cocktail Cake,dessert,dessert
corpus-titled-spinach-salad,Spinach Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-strawberry-bread,Strawberry Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-earthquake-cake,Earthquake Cake,dessert,dessert
corpus-titled-pineapple-casserole,Pineapple Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-corn-chowder,Corn Chowder,"dinner,lunch",default main → lunch + dinner
corpus-titled-spinach-casserole,Spinach Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-banana-cake,Banana Cake,dessert,dessert
corpus-titled-breakfast-pizza,Breakfast Pizza,breakfast,breakfast
corpus-titled-pumpkin-cake,Pumpkin Cake,dessert,dessert
corpus-titled-frozen-fruit-salad,Frozen Fruit Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-scalloped-corn,Scalloped Corn,"dinner,lunch",default main → lunch + dinner
corpus-titled-marinated-carrots,Marinated Carrots,"dinner,lunch",default main → lunch + dinner
corpus-titled-meatloaf,Meatloaf,"dinner,lunch",default main → lunch + dinner
corpus-titled-russian-tea,Russian Tea,"dinner,lunch",default main → lunch + dinner
corpus-titled-yeast-rolls,Yeast Rolls,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-fudge,Chocolate Fudge,dessert,dessert
corpus-titled-cole-slaw,Cole Slaw,"dinner,lunch",default main → lunch + dinner
corpus-titled-cucumber-salad,Cucumber Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken,Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-party-punch,Party Punch,"dinner,lunch",default main → lunch + dinner
corpus-titled-pineapple-cake,Pineapple Cake,dessert,dessert
corpus-titled-dinner-tonight,Dinner Tonight,"dinner,lunch",default main → lunch + dinner
corpus-titled-dill-dip,Dill Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-quiche,Quiche,"dinner,lunch",default main → lunch + dinner
corpus-titled-corn-fritters,Corn Fritters,"dinner,lunch",default main → lunch + dinner
corpus-titled-jello-salad,Jello Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-lemon-bars,Lemon Bars,"dinner,lunch",default main → lunch + dinner
corpus-titled-apple-butter,Apple Butter,"dinner,lunch",default main → lunch + dinner
corpus-titled-seven-layer-salad,Seven Layer Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-eggplant-casserole,Eggplant Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-salmon-loaf,Salmon Loaf,"dinner,lunch",default main → lunch + dinner
corpus-titled-pot-roast,Pot Roast,"dinner,lunch",default main → lunch + dinner
corpus-titled-cream-of-broccoli-soup,Cream Of Broccoli Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-sweet-and-sour-chicken,Sweet And Sour Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-granola,Granola,breakfast,breakfast
corpus-titled-layered-salad,Layered Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-rice-casserole,Rice Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-puppy-chow,Puppy Chow,"dinner,lunch",default main → lunch + dinner
corpus-titled-jambalaya,Jambalaya,"dinner,lunch",default main → lunch + dinner
corpus-titled-broccoli-soup,Broccoli Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-hot-chocolate-mix,Hot Chocolate Mix,snack,drink → snack
corpus-titled-calico-beans,Calico Beans,"dinner,lunch",default main → lunch + dinner
corpus-titled-cauliflower-salad,Cauliflower Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-gingerbread,Gingerbread,"dinner,lunch",default main → lunch + dinner
corpus-titled-fruit-cake,Fruit Cake,dessert,dessert
corpus-titled-irish-soda-bread,Irish Soda Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-play-dough,Play Dough,"dinner,lunch",default main → lunch + dinner
corpus-titled-clam-chowder,Clam Chowder,"dinner,lunch",default main → lunch + dinner
corpus-titled-red-beans-and-rice,Red Beans And Rice,"dinner,lunch",default main → lunch + dinner
corpus-titled-fresh-strawberry-pie,Fresh Strawberry Pie,dessert,dessert
corpus-titled-pizza,Pizza,"dinner,lunch",default main → lunch + dinner
corpus-titled-enchiladas,Enchiladas,"dinner,lunch",default main → lunch + dinner
corpus-titled-lemon-squares,Lemon Squares,"dinner,lunch",default main → lunch + dinner
corpus-titled-broccoli-and-rice-casserole,Broccoli And Rice Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-coconut-cream-pie,Coconut Cream Pie,dessert,dessert
corpus-titled-spaghetti-pie,Spaghetti Pie,dessert,dessert
corpus-titled-french-dressing,French Dressing,"dinner,lunch",default main → lunch + dinner
corpus-titled-hummingbird-cake,Hummingbird Cake,dessert,dessert
corpus-titled-pizza-dough,Pizza Dough,"dinner,lunch",default main → lunch + dinner
corpus-titled-orange-salad,Orange Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-mississippi-mud-cake,Mississippi Mud Cake,dessert,dessert
corpus-titled-crab-cakes,Crab Cakes,dessert,dessert
corpus-titled-hot-fudge-sauce,Hot Fudge Sauce,dessert,dessert
corpus-titled-blueberry-salad,Blueberry Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-potato-chip-cookies,Potato Chip Cookies,dessert,dessert
corpus-titled-pistachio-salad,Pistachio Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-tea-cakes,Tea Cakes,dessert,dessert
corpus-titled-baked-corn,Baked Corn,"dinner,lunch",default main → lunch + dinner
corpus-titled-fried-green-tomatoes,Fried Green Tomatoes,"dinner,lunch",default main → lunch + dinner
corpus-titled-brunswick-stew,Brunswick Stew,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-noodle-soup,Chicken Noodle Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-vegetable-salad,Vegetable Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-divinity,Divinity,"dinner,lunch",default main → lunch + dinner
corpus-titled-cabbage-rolls,Cabbage Rolls,"dinner,lunch",default main → lunch + dinner
corpus-titled-pineapple-upside-down-cake,Pineapple Upside-Down Cake,dessert,dessert
corpus-titled-italian-cream-cake,Italian Cream Cake,dessert,dessert
corpus-titled-pea-salad,Pea Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-cheese-dip,Cheese Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-sweet-and-sour-meatballs,Sweet And Sour Meatballs,"dinner,lunch",default main → lunch + dinner
corpus-titled-vanilla-ice-cream,Vanilla Ice Cream,dessert,dessert
corpus-titled-poppy-seed-cake,Poppy Seed Cake,dessert,dessert
corpus-titled-popcorn-balls,Popcorn Balls,snack,strict snack
corpus-titled-cheese-straws,Cheese Straws,"dinner,lunch",default main → lunch + dinner
corpus-titled-pumpkin-cookies,Pumpkin Cookies,dessert,dessert
corpus-titled-veg-all-casserole,Veg-All Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-refrigerator-rolls,Refrigerator Rolls,"dinner,lunch",default main → lunch + dinner
corpus-titled-baked-chicken,Baked Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-cherry-salad,Cherry Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-cherry-delight,Cherry Delight,"dinner,lunch",default main → lunch + dinner
corpus-titled-orange-julius,Orange Julius,"dinner,lunch",default main → lunch + dinner
corpus-titled-spiced-tea,Spiced Tea,"dinner,lunch",default main → lunch + dinner
corpus-titled-refrigerator-pickles,Refrigerator Pickles,"dinner,lunch",default main → lunch + dinner
corpus-titled-molasses-cookies,Molasses Cookies,dessert,dessert
corpus-titled-bean-salad,Bean Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-lemon-meringue-pie,Lemon Meringue Pie,dessert,dessert
corpus-titled-million-dollar-pie,Million Dollar Pie,dessert,dessert
corpus-titled-impossible-pie,Impossible Pie,dessert,dessert
corpus-titled-poppy-seed-bread,Poppy Seed Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-delight,Chocolate Delight,"dinner,lunch",default main → lunch + dinner
corpus-titled-sweet-potato-souffle,Sweet Potato Souffle,"dinner,lunch",default main → lunch + dinner
corpus-titled-hot-crab-dip,Hot Crab Dip,"dinner,lunch",default main → lunch + dinner
corpus-titled-cream-cheese-frosting,Cream Cheese Frosting,"dinner,lunch",default main → lunch + dinner
corpus-titled-tamale-pie,Tamale Pie,dessert,dessert
corpus-titled-hamburger-pie,Hamburger Pie,dessert,dessert
corpus-titled-taco-pie,Taco Pie,dessert,dessert
corpus-titled-waldorf-salad,Waldorf Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-oven-fried-chicken,Oven Fried Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-squash-dressing,Squash Dressing,"dinner,lunch",default main → lunch + dinner
corpus-titled-pumpkin-roll,Pumpkin Roll,"dinner,lunch",default main → lunch + dinner
corpus-titled-hummus,Hummus,"dinner,lunch",default main → lunch + dinner
corpus-titled-copper-pennies,Copper Pennies,"dinner,lunch",default main → lunch + dinner
corpus-titled-tuna-noodle-casserole,Tuna Noodle Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-salad-dressing,Salad Dressing,"dinner,lunch",default main → lunch + dinner
corpus-titled-cheesy-potatoes,Cheesy Potatoes,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-eclair-cake,Chocolate Eclair Cake,dessert,dessert
corpus-titled-poppy-seed-chicken,Poppy Seed Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-chip-cake,Chocolate Chip Cake,dessert,dessert
corpus-titled-monster-cookies,Monster Cookies,dessert,dessert
corpus-titled-buttermilk-biscuits,Buttermilk Biscuits,"dinner,lunch",default main → lunch + dinner
corpus-titled-cornbread-salad,Cornbread Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-salisbury-steak,Salisbury Steak,"dinner,lunch",default main → lunch + dinner
corpus-titled-fudge-pie,Fudge Pie,dessert,dessert
corpus-titled-chocolate-mousse,Chocolate Mousse,dessert,dessert
corpus-titled-mexican-lasagna,Mexican Lasagna,"dinner,lunch",default main → lunch + dinner
corpus-titled-hamburger-soup,Hamburger Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-sheet-cake,Chocolate Sheet Cake,dessert,dessert
corpus-titled-carrot-salad,Carrot Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-salmon-patties,Salmon Patties,"dinner,lunch",default main → lunch + dinner
corpus-titled-corn-salad,Corn Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-tortilla-soup,Tortilla Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-lentil-soup,Lentil Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-broccoli-cheese-soup,Broccoli Cheese Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-buckeyes,Buckeyes,"dinner,lunch",default main → lunch + dinner
corpus-titled-chocolate-oatmeal-cookies,Chocolate Oatmeal Cookies,dessert,dessert
corpus-titled-cranberry-relish,Cranberry Relish,"dinner,lunch",default main → lunch + dinner
corpus-titled-prune-cake,Prune Cake,dessert,dessert
corpus-titled-chicken-broccoli-casserole,Chicken Broccoli Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-hash-brown-potato-casserole,Hash Brown Potato Casserole,breakfast,breakfast
corpus-titled-cobbler,Cobbler,dessert,dessert
corpus-titled-ham-loaf,Ham Loaf,"dinner,lunch",default main → lunch + dinner
corpus-titled-black-bean-soup,Black Bean Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-dill-pickles,Dill Pickles,"dinner,lunch",default main → lunch + dinner
corpus-titled-gingersnaps,Gingersnaps,"dinner,lunch",default main → lunch + dinner
corpus-titled-beer-bread,Beer Bread,"dinner,lunch",default main → lunch + dinner
corpus-titled-texas-sheet-cake,Texas Sheet Cake,dessert,dessert
corpus-titled-cream-puffs,Cream Puffs,"dinner,lunch",default main → lunch + dinner
corpus-titled-harvard-beets,Harvard Beets,"dinner,lunch",default main → lunch + dinner
corpus-titled-stuffed-green-peppers,Stuffed Green Peppers,"dinner,lunch",default main → lunch + dinner
corpus-titled-death-by-chocolate,Death By Chocolate,"dinner,lunch",default main → lunch + dinner
corpus-titled-pickled-beets,Pickled Beets,"dinner,lunch",default main → lunch + dinner
corpus-titled-wassail,Wassail,"dinner,lunch",default main → lunch + dinner
corpus-titled-japanese-fruit-pie,Japanese Fruit Pie,dessert,dessert
corpus-titled-broccoli-rice-casserole,Broccoli Rice Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-strawberry-delight,Strawberry Delight,"dinner,lunch",default main → lunch + dinner
corpus-titled-peach-pie,Peach Pie,dessert,dessert
corpus-titled-cheese-soup,Cheese Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-cheese-balls,Cheese Balls,"dinner,lunch",default main → lunch + dinner
corpus-titled-parmesan-chicken,Parmesan Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-cheese-biscuits,Cheese Biscuits,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-curry,Chicken Curry,"dinner,lunch",default main → lunch + dinner
corpus-titled-sour-cream-coffee-cake,Sour Cream Coffee Cake,dessert,dessert
corpus-titled-chicken-soup,Chicken Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-wacky-cake,Wacky Cake,dessert,dessert
corpus-titled-coconut-pound-cake,Coconut Pound Cake,dessert,dessert
corpus-titled-pralines,Pralines,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-tortilla-soup,Chicken Tortilla Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-shrimp-salad,Shrimp Salad,"dinner,lunch",default main → lunch + dinner
corpus-titled-minestrone-soup,Minestrone Soup,"dinner,lunch",default main → lunch + dinner
corpus-titled-mandarin-orange-cake,Mandarin Orange Cake,dessert,dessert
corpus-titled-candied-sweet-potatoes,Candied Sweet Potatoes,"dinner,lunch",default main → lunch + dinner
corpus-titled-tartar-sauce,Tartar Sauce,"dinner,lunch",default main → lunch + dinner
corpus-titled-zucchini-pie,Zucchini Pie,dessert,dessert
corpus-titled-egg-custard,Egg Custard,dessert,dessert
corpus-titled-baked-pineapple,Baked Pineapple,"dinner,lunch",default main → lunch + dinner
corpus-titled-baked-macaroni-and-cheese,Baked Macaroni And Cheese,"dinner,lunch",default main → lunch + dinner
corpus-titled-lemon-chicken,Lemon Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-hamburger-stroganoff,Hamburger Stroganoff,"dinner,lunch",default main → lunch + dinner
corpus-titled-peanut-butter-bars,Peanut Butter Bars,"dinner,lunch",default main → lunch + dinner
corpus-titled-pumpkin-bars,Pumpkin Bars,"dinner,lunch",default main → lunch + dinner
corpus-titled-lemonade-pie,Lemonade Pie,dessert,dessert
corpus-titled-chicken-supreme,Chicken Supreme,"dinner,lunch",default main → lunch + dinner
corpus-titled-never-fail-pie-crust,Never Fail Pie Crust,dessert,dessert
corpus-titled-chocolate-chess-pie,Chocolate Chess Pie,dessert,dessert
corpus-titled-blueberry-pie,Blueberry Pie,dessert,dessert
corpus-titled-twice-baked-potatoes,Twice Baked Potatoes,"dinner,lunch",default main → lunch + dinner
corpus-titled-chicken-and-broccoli-casserole,Chicken And Broccoli Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-cornbread-dressing,Cornbread Dressing,"dinner,lunch",default main → lunch + dinner
corpus-titled-texas-hash,Texas Hash,"dinner,lunch",default main → lunch + dinner
corpus-titled-butter-cookies,Butter Cookies,dessert,dessert
corpus-titled-carrot-casserole,Carrot Casserole,"dinner,lunch",default main → lunch + dinner
corpus-titled-italian-chicken,Italian Chicken,"dinner,lunch",default main → lunch + dinner
corpus-titled-butterscotch-pie,Butterscotch Pie,dessert,dessert
corpus-titled-strawberry-shortcake,Strawberry Shortcake,"dinner,lunch",default main → lunch + dinner
corpus-titled-strawberry-pretzel-salad,Strawberry Pretzel Salad,snack,strict snack
corpus-titled-lemon-cake,Lemon Cake,dessert,dessert
corpus-titled-baked-spaghetti,Baked Spaghetti,"dinner,lunch",default main → lunch + dinner
